sample_name,neighbours_count,vertex_betweenness,time_s
597:24-06-2021:0,17,0.0,0.002521514892578125
80:10-12-2020:0,12,0.5,0.0025310516357421875
709:05-10-2020:0,16,0.5,0.0025005340576171875
784:15-02-2021:1,13,0.0,0.002447366714477539
846:25-06-2021:1,2,0.5,0.002211332321166992
874:26-12-2020:1,78,0.0,0.013612508773803711
481:18-02-2021:0,3,0.5,0.0022706985473632812
888:03-04-2021:1,10,0.5,0.0022916793823242188
890:03-06-2021:1,15,0.0,0.002434253692626953
738:31-08-2020:0,23,0.5,0.0027883052825927734
752:04-02-2021:1,19,0.0,0.0026292800903320312
798:29-01-2021:1,2,0.0,0.002192258834838867
975:11-04-2021:1,1,0.5,0.0021190643310546875
993:11-05-2021:1,19,0.0,0.0028226375579833984
792:01-06-2021:1,13,0.5,0.0023605823516845703
997:26-12-2020:1,78,0.0,0.012653350830078125
664:03-04-2021:0,1,0.5,0.0021750926971435547
920:09-12-2020:1,67,0.0,0.009701251983642578
212:15-05-2020:0,17,0.0,0.002550840377807617
509:26-04-2021:0,14,0.5,0.002421855926513672
115:05-05-2020:0,10,0.5,0.0022890567779541016
30:11-06-2021:0,12,0.0,0.0023658275604248047
387:22-04-2020:0,5,0.5,0.0023474693298339844
760:08-03-2021:1,7,0.0,0.002213716506958008
762:30-03-2021:1,3,0.5,0.002239704132080078
33:15-10-2020:0,65,0.0,0.009166717529296875
202:17-11-2020:0,11,0.5,0.002389669418334961
535:09-05-2021:0,7,0.0,0.002234220504760742
656:10-09-2020:0,11,0.5,0.0022919178009033203
774:25-12-2020:1,78,0.0,0.011655092239379883
849:14-06-2021:1,1,0.5,0.0021839141845703125
986:08-06-2021:1,11,0.0,0.0023202896118164062
142+235,251,0.9180619120481133,0.22364568710327148
138:03-11-2020:0,25,0.5,0.0033698081970214844
215:20-11-2020:0,9,0.5,0.0024971961975097656
863:21-06-2021:1,8,0.0,0.0022754669189453125
343+441,205,0.9077727924760103,0.12341475486755371
672:29-06-2020:0,41,0.0,0.004692554473876953
546:07-09-2020:0,42,0.0,0.004482746124267578
801:07-02-2021:1,13,0.0,0.002405881881713867
42:06-04-2021:0,21,0.5,0.0026171207427978516
447:26-06-2021:0,7,0.0,0.002306699752807617
2:11-03-2020:0,8,0.5,0.002180337905883789
651:18-05-2021:0,24,0.0,0.0028505325317382812
540:26-09-2020:0,9,0.5,0.002288341522216797
962:18-04-2021:1,3,0.5,0.0021543502807617188
632:03-08-2020:0,0,0.5,0.0021719932556152344
610:14-04-2020:0,7,0.0,0.002170085906982422
636:20-01-2021:0,1,0.5,0.0021820068359375
572:28-11-2020:0,0,0.5,0.002095937728881836
230:24-09-2020:0,13,0.0,0.002402067184448242
768:28-04-2021:1,19,0.0,0.0025551319122314453
170:30-11-2020:0,9,0.5,0.0022192001342773438
918:28-05-2021:1,20,0.0,0.0026557445526123047
995:08-03-2021:1,12,0.0,0.002419710159301758
305:29-02-2020:0,8,0.5,0.002286672592163086
686:08-06-2021:0,12,0.0,0.002359151840209961
319:20-01-2021:0,1,0.5,0.0020864009857177734
27+853,265,1.0,0.30440425872802734
259:27-09-2020:0,13,0.0,0.002973794937133789
426:03-06-2020:0,10,0.5,0.0025780200958251953
324:13-08-2020:0,41,0.0,0.004586219787597656
390:27-07-2020:0,10,0.5,0.002343416213989258
421:18-02-2021:0,2,0.5,0.0024995803833007812
385:27-05-2021:0,25,0.0,0.0030012130737304688
348:03-05-2021:0,14,0.0,0.0024566650390625
578:06-03-2021:0,0,0.5,0.0022220611572265625
506:11-01-2021:0,9,0.5,0.0023818016052246094
663:22-05-2021:0,15,0.0,0.0025327205657958984
642:25-05-2021:0,29,0.0,0.0032265186309814453
870:08-02-2021:1,19,0.0,0.002645730972290039
949:25-03-2021:1,16,0.0,0.002501249313354492
842:25-01-2021:1,68,0.0,0.009218692779541016
266:27-08-2020:0,0,0.5,0.002183675765991211
434:25-08-2020:0,3,0.5,0.00251007080078125
946:11-05-2021:1,10,0.5,0.0023546218872070312
732:10-05-2021:0,3,0.5,0.0022430419921875
487:18-11-2020:0,7,0.5,0.002341747283935547
775:23-12-2020:1,42,0.0,0.0046312808990478516
152:09-02-2021:0,10,0.5,0.0023326873779296875
557:05-04-2021:0,11,0.0,0.0024230480194091797
906:16-03-2021:1,10,0.5,0.002344846725463867
276:21-05-2021:0,13,0.0,0.002474069595336914
859:15-02-2021:1,58,0.0,0.006768941879272461
988:04-03-2021:1,9,0.0,0.0023314952850341797
699:14-05-2021:0,12,0.0,0.002376079559326172
168:13-05-2021:0,19,0.0,0.0025594234466552734
53:28-12-2020:0,9,0.5,0.002234935760498047
247:28-04-2021:0,24,0.0,0.0029549598693847656
69:07-10-2020:0,70,0.0,0.009761333465576172
695:17-03-2021:0,9,0.0,0.0023796558380126953
942:27-06-2021:1,8,0.5,0.002259969711303711
52:25-10-2020:0,3,0.5,0.0022172927856445312
62:07-05-2021:0,22,0.0,0.0027413368225097656
456:04-09-2020:0,24,0.0,0.002814054489135742
977:13-05-2021:1,19,0.0,0.0026018619537353516
463:11-12-2020:0,49,0.0,0.005212068557739258
759:07-12-2020:1,60,0.0,0.010994195938110352
678:15-06-2020:0,25,0.0,0.003013134002685547
233:26-10-2020:0,45,0.0,0.004660844802856445
292:22-03-2021:0,3,0.5,0.0021746158599853516
109:11-06-2021:0,20,0.0,0.002655029296875
892:06-06-2021:1,13,0.5,0.0023775100708007812
814+799,119,1.0,0.0321812629699707
321:17-02-2021:0,3,0.5,0.0024428367614746094
412+191,252,0.9599920794867479,0.21715116500854492
161:16-10-2020:0,90,0.0,0.020925045013427734
633:02-09-2020:0,3,0.5,0.002536773681640625
657:16-02-2021:0,24,0.0,0.0029723644256591797
446:08-06-2021:0,4,0.0,0.0022881031036376953
943:30-03-2021:1,25,0.0,0.0030975341796875
298:23-08-2020:0,2,0.5,0.002199411392211914
848+717,155,0.8615143658406216,0.1076669692993164
770:10-04-2021:1,26,0.0,0.003391742706298828
802:24-06-2021:1,0,0.5,0.0022101402282714844
625:30-06-2020:0,40,0.0,0.0041234493255615234
256:25-05-2021:0,24,0.0,0.0027840137481689453
239:22-03-2020:0,5,0.5,0.0021505355834960938
838:11-12-2020:1,29,0.5,0.003016948699951172
65:23-04-2021:0,8,0.0,0.002207040786743164
106:16-11-2020:0,15,0.5,0.0024347305297851562
121:28-05-2020:0,3,0.5,0.002109527587890625
344:02-05-2021:0,41,0.0,0.004200935363769531
194:12-06-2020:0,3,0.5,0.0023221969604492188
18:15-03-2021:0,11,0.0,0.002276182174682617
199:26-06-2020:0,10,0.5,0.002440214157104492
353:02-03-2021:0,28,0.0,0.007058382034301758
660:21-10-2020:0,9,0.0,0.0022308826446533203
19:18-12-2020:0,35,0.0,0.0036780834197998047
383:03-04-2021:0,8,0.0,0.002268075942993164
332:16-02-2021:0,4,0.5,0.002134561538696289
98:23-03-2021:0,11,0.0,0.0023255348205566406
837+760,32,1.0,0.0033762454986572266
451:26-05-2020:0,10,0.5,0.002225637435913086
983+313,192,0.8813206963835876,0.10995697975158691
745:26-09-2020:0,9,0.5,0.0027153491973876953
836:01-07-2021:1,10,0.0,0.002378702163696289
808:23-03-2021:1,10,0.0,0.0023453235626220703
30+983,192,1.0,0.10245442390441895
618:04-05-2020:0,37,0.0,0.0042552947998046875
498:05-02-2021:0,19,0.0,0.0026705265045166016
144:01-10-2020:0,13,0.0,0.0023851394653320312
127+208,14,1.0,0.0023412704467773438
379:30-05-2021:0,29,0.0,0.0031442642211914062
547:28-03-2021:0,9,0.0,0.002259492874145508
629:01-01-2021:0,49,0.0,0.005303859710693359
934:17-06-2021:1,10,0.0,0.002317667007446289
817+31,156,1.0,0.12098407745361328
395:20-06-2021:0,8,0.0,0.002765178680419922
815+853,102,0.5679544342539271,0.025387287139892578
471:13-01-2021:0,33,0.0,0.003884553909301758
6:16-06-2020:0,4,0.5,0.0022623538970947266
349:06-07-2020:0,11,0.5,0.0023746490478515625
40:26-09-2020:0,1,0.5,0.002226114273071289
530:19-12-2020:0,34,0.0,0.003545522689819336
919:29-01-2021:1,61,0.0,0.007714033126831055
994:30-04-2021:1,3,0.5,0.002347707748413086
104:16-08-2020:0,2,0.5,0.0021657943725585938
825:25-05-2021:1,31,0.0,0.00347900390625
475:16-06-2020:0,2,0.5,0.0022220611572265625
500:21-08-2020:0,48,0.0,0.00516200065612793
165:01-07-2021:0,0,0.5,0.002228975296020508
169:13-06-2020:0,2,0.5,0.0021538734436035156
234:01-06-2020:0,21,0.0,0.002661466598510742
311:09-05-2021:0,13,0.0,0.0024557113647460938
17:23-12-2020:0,6,0.5,0.004307985305786133
77:02-07-2021:0,11,0.0,0.0023322105407714844
79:04-04-2021:0,5,0.5,0.0023581981658935547
163:30-10-2020:0,18,0.0,0.002572774887084961
325:09-05-2021:0,7,0.0,0.0023713111877441406
191:01-01-2021:0,2,0.5,0.002171754837036133
543:01-03-2021:0,6,0.0,0.002229928970336914
669:02-06-2021:0,24,0.0,0.002911806106567383
865:18-12-2020:1,51,0.0,0.005705118179321289
230+635,71,1.0,0.01039743423461914
29:16-03-2021:0,16,0.0,0.0025861263275146484
271:15-02-2021:0,19,0.5,0.002575397491455078
856:05-04-2021:1,3,0.5,0.0021626949310302734
366:29-06-2021:0,4,0.0,0.0021452903747558594
452:16-06-2020:0,3,0.5,0.002230405807495117
439:23-04-2020:0,7,0.0,0.002205371856689453
250:26-08-2020:0,48,0.0,0.005218982696533203
928:10-12-2020:1,42,0.0,0.00514984130859375
705:26-05-2021:0,23,0.0,0.002809286117553711
871:14-06-2021:1,0,0.5,0.002148866653442383
475+497,103,1.0,0.021859407424926758
129:23-11-2020:0,1,0.5,0.002354860305786133
10:28-02-2021:0,1,0.5,0.0021796226501464844
731:10-11-2020:0,56,0.0,0.006543159484863281
236:05-01-2021:0,16,0.0,0.0026056766510009766
815:01-01-2021:1,22,0.0,0.0028030872344970703
296:01-05-2021:0,24,0.0,0.0028295516967773438
748:22-11-2020:0,9,0.5,0.0023047924041748047
339:26-02-2021:0,20,0.5,0.0026450157165527344
38:07-05-2021:0,2,0.5,0.0021626949310302734
999:24-03-2021:1,16,0.0,0.002450704574584961
704:07-03-2021:0,21,0.0,0.0026788711547851562
34:08-06-2021:0,14,0.0,0.002399444580078125
914:23-05-2021:1,11,0.0,0.0023310184478759766
187:08-10-2020:0,9,0.0,0.0021903514862060547
880:09-02-2021:1,41,0.0,0.005422115325927734
785:15-03-2021:1,13,0.0,0.0023949146270751953
320:16-11-2020:0,22,0.0,0.0027518272399902344
916:25-04-2021:1,7,0.0,0.0022284984588623047
590:07-04-2020:0,37,0.0,0.0038344860076904297
265:29-04-2021:0,9,0.0,0.0023102760314941406
858:12-02-2021:1,7,0.5,0.002159595489501953
905:10-03-2021:1,5,0.5,0.0021195411682128906
730:03-10-2020:0,18,0.0,0.0024929046630859375
41:03-12-2020:0,9,0.5,0.0021820068359375
724:11-05-2020:0,6,0.5,0.002137422561645508
701:07-09-2020:0,12,0.0,0.0023102760314941406
876:10-04-2021:1,19,0.0,0.0025854110717773438
432:11-07-2020:0,10,0.5,0.0021941661834716797
823:29-06-2021:1,2,0.5,0.0021505355834960938
512:27-04-2021:0,14,0.0,0.0024657249450683594
661:12-03-2021:0,7,0.0,0.002163410186767578
313:30-05-2021:0,12,0.0,0.0024497509002685547
488:01-07-2021:0,6,0.0,0.002869844436645508
343:09-10-2020:0,70,0.0,0.00973057746887207
600:29-06-2021:0,3,0.5,0.002207040786743164
677:21-01-2021:0,33,0.0,0.003486156463623047
83:04-09-2020:0,49,0.0,0.0059356689453125
650:25-04-2021:0,34,0.0,0.003618955612182617
272:31-01-2021:0,19,0.0,0.002597332000732422
27:09-01-2021:0,1,0.5,0.0021369457244873047
525:17-05-2020:0,17,0.0,0.002501249313354492
20:29-06-2020:0,28,0.0,0.0030851364135742188
622:10-08-2020:0,0,0.5,0.002154111862182617
659:24-07-2020:0,10,0.5,0.0023326873779296875
367:17-04-2021:0,21,0.5,0.0026483535766601562
445:20-05-2021:0,0,0.5,0.0022003650665283203
707:21-11-2020:0,23,0.0,0.002718210220336914
827:29-05-2021:1,7,0.5,0.0022208690643310547
442:30-09-2020:0,90,0.0,0.017330646514892578
48:17-06-2021:0,12,0.0,0.0024526119232177734
603:31-05-2021:0,3,0.5,0.002176046371459961
526:21-06-2021:0,11,0.0,0.0023674964904785156
256+847,203,0.9852970738874254,0.12591552734375
917:24-06-2021:1,9,0.0,0.0026879310607910156
591:11-04-2021:0,12,0.0,0.0023431777954101562
960:21-04-2021:1,10,0.0,0.0022721290588378906
248:27-02-2021:0,19,0.0,0.0025854110717773438
81:09-06-2020:0,5,0.5,0.0022132396697998047
331:03-04-2021:0,47,0.0,0.0051152706146240234
979:15-06-2021:1,10,0.0,0.002290964126586914
92:05-03-2021:0,20,0.0,0.002655506134033203
150:22-10-2020:0,7,0.5,0.002245187759399414
162:30-05-2021:0,11,0.0,0.0022821426391601562
503:29-09-2020:0,18,0.0,0.002583026885986328
514:24-02-2021:0,0,0.5,0.0022149085998535156
641:07-03-2021:0,21,0.0,0.0027246475219726562
419:23-03-2021:0,1,0.5,0.0021696090698242188
597+577,150,1.0,0.05700421333312988
763:19-06-2021:1,10,0.0,0.0026535987854003906
295:24-06-2020:0,28,0.0,0.0031380653381347656
654:21-01-2021:0,20,0.0,0.002664804458618164
108:24-09-2020:0,32,0.0,0.0033767223358154297
245:30-03-2020:0,4,0.5,0.0021538734436035156
360:01-02-2021:0,5,0.5,0.0021944046020507812
201:03-12-2020:0,8,0.5,0.0023255348205566406
82:24-12-2020:0,21,0.0,0.0026488304138183594
286:09-02-2021:0,22,0.0,0.002736330032348633
403:01-03-2021:0,1,0.5,0.0022454261779785156
821:02-03-2021:1,16,0.0,0.002449512481689453
267:02-04-2021:0,2,0.5,0.0021271705627441406
717:21-02-2021:0,19,0.0,0.002521514892578125
860:26-06-2021:1,2,0.5,0.002166271209716797
87:06-06-2021:0,24,0.0,0.002779722213745117
94:25-07-2020:0,23,0.0,0.002797365188598633
491:25-11-2020:0,9,0.5,0.0022559165954589844
972:23-02-2021:1,41,0.0,0.005624055862426758
255:15-09-2020:0,49,0.0,0.00523686408996582
337:05-05-2020:0,17,0.0,0.0025072097778320312
314:25-05-2020:0,7,0.5,0.002301454544067383
431:16-05-2021:0,16,0.0,0.0024116039276123047
750:23-03-2021:0,12,0.0,0.002407550811767578
765:12-03-2021:1,9,0.0,0.0022516250610351562
908:08-05-2021:1,2,0.5,0.0021626949310302734
992:01-04-2021:1,1,0.5,0.00209808349609375
472:02-11-2020:0,0,0.5,0.002203226089477539
698:11-02-2021:0,8,0.0,0.002239704132080078
561:25-06-2021:0,8,0.0,0.0022025108337402344
351:26-01-2021:0,10,0.5,0.0022957324981689453
714:24-12-2020:0,6,0.5,0.0021181106567382812
391:05-09-2020:0,19,0.0,0.002562284469604492
112:18-04-2021:0,14,0.5,0.0024602413177490234
368:21-02-2021:0,13,0.0,0.0023276805877685547
4:12-06-2020:0,5,0.5,0.0021996498107910156
712:22-12-2020:0,24,0.5,0.0026798248291015625
3:05-10-2020:0,37,0.0,0.0046160221099853516
417:10-07-2020:0,32,0.0,0.0034248828887939453
902:05-03-2021:1,1,0.5,0.002271413803100586
674:14-05-2021:0,13,0.0,0.0023021697998046875
766:14-06-2021:1,4,0.5,0.0022225379943847656
938:22-05-2021:1,18,0.0,0.002568483352661133
116:20-01-2021:0,10,0.5,0.002244710922241211
118:25-04-2021:0,14,0.5,0.00238037109375
889:31-05-2021:1,10,0.0,0.0022439956665039062
952:30-03-2021:1,64,0.0,0.008971214294433594
489:12-03-2021:0,6,0.0,0.002254962921142578
544:13-04-2020:0,2,0.5,0.002142667770385742
883:11-03-2021:1,20,0.0,0.0025665760040283203
538+805,247,1.0,0.21077609062194824
422+352,158,1.0,0.06526732444763184
364:24-10-2020:0,4,0.5,0.002633333206176758
504:24-07-2020:0,32,0.0,0.003451108932495117
524:15-09-2020:0,13,0.0,0.002653837203979492
494+677,33,0.8370053201915878,0.0034940242767333984
751:30-04-2020:0,11,0.5,0.0024335384368896484
693:07-06-2021:0,3,0.0,0.0023298263549804688
84:21-09-2020:0,8,0.0,0.002259492874145508
803:17-02-2021:1,12,0.0,0.002345561981201172
828:04-03-2021:1,41,0.0,0.004187345504760742
569:25-12-2020:0,31,0.0,0.003310680389404297
598:19-06-2020:0,25,0.0,0.002866983413696289
114:24-10-2020:0,1,0.5,0.002198934555053711
423:19-01-2021:0,16,0.0,0.0025365352630615234
793:10-03-2021:1,7,0.0,0.0022711753845214844
545:20-06-2020:0,4,0.5,0.002256155014038086
564:16-05-2020:0,41,0.0,0.0042111873626708984
15:15-03-2021:0,3,0.5,0.0021882057189941406
89:29-08-2020:0,48,0.0,0.005274772644042969
358:16-07-2020:0,41,0.0,0.004507303237915039
462:08-05-2021:0,13,0.5,0.002386808395385742
1000:04-04-2021:1,10,0.5,0.002279043197631836
987:12-06-2021:1,12,0.0,0.002295970916748047
189:19-08-2020:0,42,0.0,0.004285335540771484
156:06-05-2021:0,11,0.5,0.0022585391998291016
304:13-03-2021:0,4,0.0,0.0022590160369873047
392:10-04-2021:0,11,0.0,0.002212047576904297
634:31-03-2021:0,11,0.0,0.0022819042205810547
884+904,19,0.9999999999999999,0.0025255680084228516
369:10-03-2021:0,11,0.0,0.0023221969604492188
634+1,130,1.0,0.03795599937438965
402:10-11-2020:0,4,0.0,0.0024976730346679688
694:13-09-2020:0,19,0.0,0.0026531219482421875
350:25-07-2020:0,24,0.0,0.0029680728912353516
862:02-12-2020:1,78,0.0,0.012006282806396484
223:19-09-2020:0,8,0.0,0.0022907257080078125
671:29-12-2020:0,0,0.5,0.002169370651245117
832:21-05-2021:1,1,0.5,0.002115488052368164
558:17-08-2020:0,3,0.5,0.0021326541900634766
608:02-05-2021:0,0,0.5,0.002084970474243164
482:23-05-2020:0,14,0.0,0.0023355484008789062
59:05-12-2020:0,6,0.5,0.002184629440307617
222:26-01-2021:0,27,0.0,0.00305938720703125
378:25-03-2021:0,0,0.5,0.0021626949310302734
450:14-10-2020:0,6,0.5,0.0021514892578125
444:11-07-2020:0,48,0.0,0.0052073001861572266
643:10-07-2020:0,32,0.0,0.0033528804779052734
